Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
52,2014,Morgan Moses\MoseMo00,OT,27,Virginia,College Stats,6-6,314,5.35,21.5,,106,7.93,4.95,Washington Redskins / 3rd / 66th pick / 2014
53,2014,Stephen Morris\MorrSt00,QB,,Miami (FL),College Stats,6-2,213,4.63,30.0,,111,7.36,4.49,
54,2014,Donte Moncrief\MoncDo00,WR,16,Mississippi,College Stats,6-2,221,4.40,39.5,13,132,7.02,4.30,Indianapolis Colts / 3rd / 90th pick / 2014
55,2014,Trey Millard\MillTr00,FB,,Oklahoma,College Stats,6-2,247,4.64,,,,,,San Francisco 49ers / 7th / 245th pick / 2014
56,2014,Jack Mewhort\MewhJa00,OT,24,Ohio State,College Stats,6-6,309,5.37,26.0,28,101,7.79,4.64,Indianapolis Colts / 2nd / 59th pick / 2014
57,2014,Zach Mettenberger\MettZa00,QB,1,LSU,College Stats,6-5,224,,,,,,,Tennessee Titans / 6th / 178th pick / 2014
58,2014,Jerick McKinnon\McKiJe00,RB,21,Georgia Southern,,5-9,209,4.41,40.5,32,132,6.83,4.12,Minnesota Vikings / 3rd / 96th pick / 2014
59,2014,A.J. McCarron\McCaA.00,QB,3,Alabama,College Stats,6-3,220,4.94,28.0,,99,7.18,4.34,Cincinnati Bengals / 5th / 164th pick / 2014
60,2014,Jordan Matthews\MattJo00,WR,23,Vanderbilt,College Stats,6-3,212,4.46,35.5,21,120,6.95,4.18,Philadelphia Eagles / 2nd / 42nd pick / 2014
61,2014,Jake Matthews\MattJa00,OT,37,Texas A&M,College Stats,6-5,308,5.07,30.5,24,105,7.34,4.47,Atlanta Falcons / 1st / 6th pick / 2014
62,2014,Tre Mason\MasoTr00,RB,7,Auburn,College Stats,5-8,207,4.50,38.5,,126,,4.15,St. Louis Rams / 3rd / 75th pick / 2014
63,2014,Zack Martin\MartZa00,OG,48,Notre Dame,College Stats,6-4,308,5.22,28.0,29,106,7.65,4.59,Dallas Cowboys / 1st / 16th pick / 2014
64,2014,Johnny Manziel\ManzJo00,QB,5,Texas A&M,College Stats,6-0,207,4.68,31.5,,113,6.75,4.03,Cleveland Browns / 1st / 22nd pick / 2014
65,2014,Jordan Lynch\LyncJo01,QB,,Northern Illinois,College Stats,6-0,217,4.76,29.5,,109,6.55,4.20,
66,2014,Arthur Lynch\LyncAr00,TE,,Georgia,College Stats,6-5,258,4.82,29.5,28,116,7.38,4.35,Miami Dolphins / 5th / 155th pick / 2014
67,2014,Colt Lyerla\LyerCo00,TE,,Oregon,College Stats,6-4,242,4.61,39.0,15,128,,,
68,2014,Marcus Lucas\LucaMa01,WR,,Missouri,College Stats,6-4,218,4.60,36.0,20,124,7.07,4.25,
69,2014,Cornelius Lucas\LucaCo01,OT,6,Kansas State,,6-8,316,5.29,,,,,,
70,2014,Spencer Long\LongSp00,OG,16,Nebraska,College Stats,6-5,320,5.16,,,,,,Washington Redskins / 3rd / 78th pick / 2014
71,2014,Brandon Linder\LindBr00,OG,19,Miami (FL),College Stats,6-6,311,5.35,26.5,30,100,,,Jacksonville Jaguars / 3rd / 93rd pick / 2014
72,2014,Taylor Lewan\LewaTa00,OT,31,Michigan,College Stats,6-7,309,4.87,30.5,29,117,7.39,4.49,Tennessee Titans / 1st / 11th pick / 2014
73,2014,Charles Leno\LenoCh00,OG,22,North Carolina State,College Stats,6-4,303,5.25,29.0,21,108,7.57,4.40,Chicago Bears / 7th / 246th pick / 2014
74,2014,Marqise Lee\LeexMa00,WR,18,Southern California,College Stats,6-0,192,4.52,38.0,,127,,4.01,Jacksonville Jaguars / 2nd / 39th pick / 2014
75,2014,Cody Latimer\LatiCo00,WR,3,Indiana,College Stats,6-2,215,4.52,,23,,,,Denver Broncos / 2nd / 56th pick / 2014
76,2014,Jarvis Landry\LandJa00,WR,33,LSU,College Stats,5-11,205,4.65,28.5,12,110,,,Miami Dolphins / 2nd / 63rd pick / 2014
77,2014,Cyrus Kouandjio\KouaCy00,OT,7,Alabama,College Stats,6-7,322,5.59,27.5,21,96,7.71,4.84,Buffalo Bills / 2nd / 44th pick / 2014
78,2014,Henry Josey\JoseHe00,RB,,Missouri,College Stats,5-8,194,4.43,34.5,20,118,7.07,4.13,
79,2014,Reggie Jordan\JordRe00,FB,,Missouri Western,,6-3,240,4.77,30.0,24,116,7.22,4.30,
80,2014,T.J. Jones\JoneTJ00,WR,,Notre Dame,College Stats,6-0,188,4.46,33.0,,119,6.82,4.27,
81,2014,Storm Johnson\JohnSt03,RB,0,Central Florida,College Stats,6-0,209,4.60,35.5,16,118,,,Jacksonville Jaguars / 7th / 222nd pick / 2014
82,2014,Marcel Jensen\JensMa01,TE,0,Fresno State,College Stats,6-6,259,4.85,35.0,24,115,7.38,4.60,
83,2014,Jeff Janis\JaniJe00,WR,2,Saginaw Valley State,,6-3,219,4.42,37.5,20,123,6.64,3.98,Green Bay Packers / 7th / 236th pick / 2014
84,2014,Ja'Wuan James\JameJa01,OT,23,Oklahoma,College Stats,6-6,311,5.26,29.0,22,103,7.42,4.56,Miami Dolphins / 1st / 19th pick / 2014
85,2014,Nic Jacobs\JacoNi00,TE,0,McNeese State,,6-5,269,4.89,,15,,,,
86,2014,Gabe Jackson\JackGa00,OG,25,Mississippi State,College Stats,6-3,336,5.34,29.0,30,108,8.25,4.78,Oakland Raiders / 3rd / 81st pick / 2014
87,2014,Carlos Hyde\HydeCa00,RB,20,Ohio State,College Stats,6-0,230,4.62,34.5,19,114,,,San Francisco 49ers / 2nd / 57th pick / 2014
88,2014,James Hurst\HursJa00,OT,18,North Carolina,College Stats,6-5,296,5.59,,,,,,
89,2014,Allen Hurns\HurnAl01,WR,19,Miami (FL),College Stats,6-1,198,4.55,31.0,14,120,7.23,4.50,
90,2014,Josh Huff\HuffJo00,WR,6,Oregon,College Stats,5-11,206,4.51,35.5,14,116,,,Philadelphia Eagles / 3rd / 86th pick / 2014
91,2014,Cody Hoffman\HoffCo00,WR,,BYU,College Stats,6-4,223,4.65,27.5,13,108,6.89,4.20,
92,2014,Jeremy Hill\HillJe01,RB,22,LSU,College Stats,6-1,233,4.56,29.0,20,113,,,Cincinnati Bengals / 2nd / 55th pick / 2014
93,2014,Ryan Hewitt\HewiRy00,FB,2,Stanford,College Stats,6-4,246,4.87,33.0,,109,7.04,4.35,
94,2014,Robert Herron\HerrRo00,WR,0,Wyoming,College Stats,5-9,193,4.48,35.5,18,125,6.84,4.27,Tampa Bay Buccaneers / 6th / 185th pick / 2014
95,2014,Seantrel Henderson\HendSe00,OT,13,Miami (FL),College Stats,6-7,331,5.04,24.0,,95,8.15,4.77,Buffalo Bills / 7th / 237th pick / 2014
96,2014,Matt Hazel\HazeMa01,WR,0,Coastal Carolina,,6-1,198,4.50,36.5,15,118,7.08,4.20,Miami Dolphins / 6th / 190th pick / 2014
97,2014,Jon Halapio\HalaJo00,OG,2,Florida,College Stats,6-3,323,5.34,21.5,,100,8.26,4.83,New England Patriots / 6th / 179th pick / 2014
98,2014,Ryan Groy\GroyRy00,OG,6,Wisconsin,College Stats,6-5,316,5.19,26.5,26,108,7.49,4.47,
99,2014,Xavier Grimble\GrimXa00,TE,1,Southern California,College Stats,6-4,257,4.76,26.5,,113,,,
100,2014,Marion Grice\GricMa00,RB,0,Arizona State,College Stats,6-0,208,4.67,,,,,,San Diego Chargers / 6th / 201st pick / 2014
101,2014,Ryan Grant\GranRy01,WR,7,Tulane,College Stats,6-0,199,4.64,35.5,8,119,6.68,4.11,Washington Redskins / 5th / 142nd pick / 2014
102,2014,Crockett Gillmore\GillCr00,TE,4,Colorado State,College Stats,6-6,260,4.89,33.5,,120,7.42,4.44,Baltimore Ravens / 3rd / 99th pick / 2014
103,2014,Jimmy Garoppolo\GaroJi00,QB,8,Eastern Illinois,,6-2,226,4.97,30.5,,110,7.04,4.26,New England Patriots / 2nd / 62nd pick / 2014
104,2014,Jeremy Gallon\GallJe00,WR,,Michigan,College Stats,5-7,185,4.49,,15,,,,New England Patriots / 7th / 244th pick / 2014
105,2014,Tyler Gaffney\GaffTy00,RB,,Stanford,College Stats,5-11,220,4.49,36.5,,116,6.78,4.18,Carolina Panthers / 6th / 204th pick / 2014
106,2014,Zach Fulton\FultZa00,OG,24,Tennessee,College Stats,6-5,316,5.16,24.5,25,98,7.87,5.16,Kansas City Chiefs / 6th / 193rd pick / 2014
107,2014,Devonta Freeman\FreeDe00,RB,39,Florida State,College Stats,5-8,206,4.58,31.5,,118,7.11,4.26,Atlanta Falcons / 4th / 103rd pick / 2014
108,2014,Austin Franklin\FranAu00,WR,,New Mexico State,College Stats,5-11,189,4.56,36.0,7,124,7.07,4.33,
109,2014,Bennie Fowler\FowlBe00,WR,4,Michigan State,College Stats,6-1,217,4.52,36.0,,126,7.06,4.18,
110,2014,David Fluellen\FlueDa00,RB,0,Toledo,College Stats,5-11,224,4.72,36.5,,120,6.90,,
111,2014,Cameron Fleming\FlemCa00,OT,15,Stanford,College Stats,6-5,323,5.28,23.5,26,97,8.24,5.00,New England Patriots / 4th / 140th pick / 2014
112,2014,C.J. Fiedorowicz\FiedC.00,TE,6,Iowa,College Stats,6-5,265,4.76,31.5,25,116,7.10,4.26,Houston Texans / 3rd / 65th pick / 2014
113,2014,Matt Feiler\FeilMa00,OT,1,Bloomsburg,,6-6,330,5.37,26.5,36,103,8.13,4.86,
114,2014,David Fales\FaleDa00,QB,1,San Jose State,College Stats,6-2,212,4.99,28.0,,103,7.55,4.50,Chicago Bears / 6th / 183rd pick / 2014
115,2014,Shaquelle Evans\EvanSh00,WR,,UCLA,College Stats,6-1,213,4.51,34.5,13,122,7.07,4.21,New York Jets / 4th / 115th pick / 2014
116,2014,Mike Evans\EvanMi00,WR,35,Texas A&M,College Stats,6-5,231,4.53,37.0,12,,7.08,4.26,Tampa Bay Buccaneers / 1st / 7th pick / 2014
117,2014,Quincy Enunwa\EnunQu00,WR,9,Nebraska,College Stats,6-2,225,4.41,,19,,,,New York Jets / 6th / 209th pick / 2014
118,2014,Bruce Ellington\ElliBr00,WR,5,South Carolina,College Stats,5-9,197,4.45,39.5,15,120,6.69,3.95,San Francisco 49ers / 4th / 106th pick / 2014
119,2014,Kadeem Edwards\EdwaKa00,OG,,Tennessee State,,6-4,313,5.25,27.0,26,99,7.95,4.82,Tampa Bay Buccaneers / 5th / 143rd pick / 2014
120,2014,Eric Ebron\EbroEr00,TE,17,North Carolina,College Stats,6-4,250,4.60,32.0,24,120,,,Detroit Lions / 1st / 10th pick / 2014
121,2014,Dakota Dozier\DoziDa00,OG,3,Furman,,6-4,313,5.42,24.0,23,101,8.14,4.89,New York Jets / 4th / 137th pick / 2014
122,2014,Mike Davis\DaviMi00,WR,,Texas,College Stats,6-0,197,4.52,,10,,,,
123,2014,Isaiah Crowell\CrowIs00,RB,20,Alabama State,,5-11,224,4.57,38.0,23,117,,,
124,2014,Tim Cornett\CornTi00,RB,,UNLV,College Stats,6-0,209,4.48,34.5,,125,7.01,4.26,
125,2014,J.C. Copeland\CopeJ.00,FB,,LSU,College Stats,5-11,271,4.95,28.5,23,111,7.68,4.58,
126,2014,Damian Copeland\CopeDa00,WR,,Louisville,College Stats,5-11,184,4.50,40.0,12,120,6.53,3.90,
127,2014,Brandin Cooks\CookBr00,WR,38,Oregon State,College Stats,5-10,189,4.33,36.0,16,120,6.76,3.81,New Orleans Saints / 1st / 20th pick / 2014
128,2014,Kain Colter\ColtKa00,WR,,Northwestern,College Stats,5-10,198,4.71,,,,,,
129,2014,Brandon Coleman\ColeBr00,WR,10,Rutgers,College Stats,6-6,225,4.56,32.5,21,,7.33,4.51,
130,2014,Derek Carr\CarrDe02,QB,40,Fresno State,College Stats,6-2,214,4.69,34.5,,110,,4.20,Oakland Raiders / 2nd / 36th pick / 2014
131,2014,Ka'Deem Carey\CareKa00,RB,3,North Carolina State,College Stats,5-9,207,4.69,32.5,19,115,7.08,4.38,Chicago Bears / 4th / 117th pick / 2014
132,2014,Michael Campanaro\CampMi02,WR,4,Wake Forest,College Stats,5-9,192,4.46,39.0,20,122,6.77,4.01,Baltimore Ravens / 7th / 218th pick / 2014
133,2014,Trey Burton\BurtTr01,WR,5,Florida,College Stats,6-2,224,4.62,30.0,,112,7.14,4.32,
134,2014,Isaiah Burse\BursIs01,WR,0,Fresno State,College Stats,5-10,188,4.58,31.0,16,115,6.74,3.94,
135,2014,Martavis Bryant\BryaMa00,WR,18,Clemson,College Stats,6-4,211,4.42,39.0,16,124,7.18,4.15,Pittsburgh Steelers / 4th / 118th pick / 2014
136,2014,Corey Brown\BrowPh00,WR,11,Ohio State,College Stats,5-11,178,4.51,33.0,,116,7.16,4.22,
137,2014,John Brown\BrowJo02,WR,21,Pittsburg State,,5-10,179,4.34,36.5,,119,6.91,4.12,Arizona Cardinals / 3rd / 91st pick / 2014
138,2014,Justin Britt\BritJu00,OT,32,Missouri,College Stats,6-6,325,5.19,27.5,23,100,8.14,4.69,Seattle Seahawks / 2nd / 64th pick / 2014
139,2014,Teddy Bridgewater\BridTe00,QB,22,Louisville,College Stats,6-2,214,,30.0,,113,7.17,4.20,Minnesota Vikings / 1st / 32nd pick / 2014
140,2014,Tajh Boyd\BoydTa00,QB,,Clemson,College Stats,6-1,222,4.84,30.5,,106,7.33,4.23,New York Jets / 6th / 213th pick / 2014
141,2014,Chris Boyd\BoydCh00,WR,,Vanderbilt,College Stats,6-4,206,4.73,,12,,,,
142,2014,Blake Bortles\BortBl00,QB,42,Central Florida,College Stats,6-5,232,4.93,32.5,,115,7.08,4.21,Jacksonville Jaguars / 1st / 3rd pick / 2014
143,2014,Conor Boffeli\BoffCo00,OG,,Iowa,,6-4,298,5.30,25.0,21,101,7.44,4.61,
144,2014,Russell Bodine\BodiRu00,OG,28,North Carolina,College Stats,6-3,310,5.18,29.0,42,109,8.26,4.66,Cincinnati Bengals / 4th / 111th pick / 2014
145,2014,Alfred Blue\BlueAl00,RB,14,LSU,College Stats,6-2,223,4.63,32.0,13,121,7.15,4.50,Houston Texans / 6th / 181st pick / 2014
146,2014,Rob Blanchflower\BlanRo01,TE,,Massachusetts,College Stats,6-4,256,4.82,,,,,,Pittsburgh Steelers / 7th / 230th pick / 2014
147,2014,Joel Bitonio\BitoJo00,OG,18,Nevada,College Stats,6-4,302,4.92,32.0,22,114,7.37,4.44,Cleveland Browns / 2nd / 35th pick / 2014
148,2014,Kapri Bibbs\BibbKa00,RB,2,Colorado State,College Stats,5-9,212,4.67,29.0,24,106,,,
149,2014,Kelvin Benjamin\BenjKe00,WR,22,Florida State,College Stats,6-5,240,4.61,32.5,13,119,7.33,4.39,Carolina Panthers / 1st / 28th pick / 2014
150,2014,Odell Beckham Jr.\BeckOd00,WR,36,LSU,College Stats,5-11,198,4.38,38.5,7,122,6.69,3.94,New York Giants / 1st / 12th pick / 2014
151,2014,George Atkinson\AtkiGe01,RB,0,Notre Dame,,6-1,218,4.48,38.0,19,121,7.07,4.46,
152,2014,Dri Archer\ArchDr00,WR,0,Kent State,College Stats,5-8,173,4.26,38.0,20,122,6.86,4.06,Pittsburgh Steelers / 3rd / 97th pick / 2014
153,2014,Antonio Andrews\AndrAn00,RB,4,Western Kentucky,College Stats,5-10,225,4.82,29.5,20,106,7.24,4.49,
154,2014,Jace Amaro\AmarJa00,TE,4,Texas Tech,College Stats,6-5,265,4.74,33.0,28,118,7.42,4.30,New York Jets / 2nd / 49th pick / 2014
155,2014,Davante Adams\AdamDa01,WR,27,Fresno State,College Stats,6-1,212,4.56,39.5,14,123,6.82,4.30,Green Bay Packers / 2nd / 53rd pick / 2014
156,2014,Jared Abbrederis\AbbrJa00,WR,1,Wisconsin,College Stats,6-1,195,4.50,30.5,4,117,6.80,4.08,Green Bay Packers / 5th / 176th pick / 2014
157,2014,D.J. Tialavea,TE,,Utah State,College Stats,6-3,267,4.95,,,,,,
158,2014,A.D. Denham,TE,,Kansas,,6-4,235,4.69,32.5,,,,,
159,2014,Joe Don Duncan,TE,,Dixie State,,6-3,268,4.79,,35,,,,
160,2014,Tim Flanders,RB,,Sam Houston State,,5-9,207,4.75,32.0,20,113,7.07,,
161,2014,Marcus Heit,LS,,Kansas State,,6-3,258,4.91,29.0,,115,,,
162,2014,A.C. Leonard,TE,,Tennessee State,,6-2,252,4.50,34.0,20,128,,,
163,2014,Jeff Mathews,QB,,Cornell,,6-4,223,5.26,25.5,,105,7.14,4.36,
164,2014,Adam Muema,RB,,San Diego State,College Stats,5-10,202,4.56,,,,,,
