Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
25,2010,John Skelton\SkelJo00,QB,4,Fordham,,6-5,243,4.85,33.5,,108,7.17,4.33,Arizona Cardinals / 5th / 155th pick / 2010
26,2010,Jordan Shipley\ShipJo00,WR,7,Texas,College Stats,5-11,193,4.60,36.5,16,116,,,Cincinnati Bengals / 3rd / 84th pick / 2010
27,2010,Chris Scott\ScotCh23,OG,8,Tennessee,,6-5,319,5.52,22.5,19,90,8.24,5.03,Pittsburgh Steelers / 5th / 151st pick / 2010
28,2010,Emmanuel Sanders\SandEm00,WR,51,Southern Methodist,College Stats,5-11,186,4.40,39.5,12,126,6.64,4.10,Pittsburgh Steelers / 3rd / 82nd pick / 2010
29,2010,Rodger Saffold\SaffRo20,OT,43,Indiana,College Stats,6-5,316,5.21,29.5,27,113,7.42,4.67,St. Louis Rams / 2nd / 33rd pick / 2010
30,2010,Zac Robinson\RobiZa00,QB,0,Oklahoma State,College Stats,6-2,214,4.68,35.0,,110,7.24,4.40,New England Patriots / 7th / 250th pick / 2010
31,2010,Andre Roberts\RobeAn00,WR,24,Citadel,,5-11,195,4.40,36.0,15,120,6.77,4.15,Arizona Cardinals / 3rd / 88th pick / 2010
32,2010,David Reed\ReedDa00,WR,2,Utah,College Stats,6-0,191,4.56,37.0,15,114,6.95,4.38,Baltimore Ravens / 5th / 156th pick / 2010
33,2010,Andrew Quarless\QuarAn00,TE,9,Penn State,College Stats,6-4,254,4.68,32.0,23,112,,,Green Bay Packers / 5th / 154th pick / 2010
34,2010,Taylor Price\PricTa00,WR,1,Ohio,College Stats,6-0,204,4.40,37.0,16,114,6.82,4.34,New England Patriots / 3rd / 90th pick / 2010
35,2010,Dennis Pitta\PittDe00,TE,17,BYU,College Stats,6-4,245,4.68,34.0,27,113,6.72,4.17,Baltimore Ravens / 4th / 114th pick / 2010
36,2010,Tony Pike\PikeTo00,QB,0,Cincinnati,College Stats,6-6,223,4.90,28.5,,108,7.06,4.53,Carolina Panthers / 6th / 204th pick / 2010
37,2010,Charles Scott,RB,,LSU,College Stats,5-11,238,4.68,30.5,,111,6.98,4.47,Philadelphia Eagles / 6th / 200th pick / 2010
38,2010,Mitch Petrus\PetrMi20,OG,4,Arkansas,College Stats,6-3,310,5.34,,45,,,,New York Giants / 5th / 147th pick / 2010
39,2010,Cole Pemberton\PembCo00,OT,,Colorado State,,6-7,315,5.37,22.5,18,96,7.65,4.77,
40,2010,Alex Parsons\ParsAl00,OG,2,Southern California,College Stats,6-4,309,5.12,27.0,23,99,,,
41,2010,Preston Parker\ParkPr00,WR,7,North Alabama,College Stats,5-11,199,4.59,35.0,16,117,,4.16,
42,2010,Russell Okung\OkunRu20,OT,54,Oklahoma State,College Stats,6-5,307,5.18,,38,,,,Seattle Seahawks / 1st / 6th pick / 2010
43,2010,Marshall Newhouse\NewhMa20,OG,42,TCU,College Stats,6-4,319,4.99,25.0,25,97,7.40,4.60,Green Bay Packers / 5th / 169th pick / 2010
44,2010,Tony Moeaki\MoeaTo00,TE,10,Iowa,College Stats,6-3,245,4.69,34.0,18,113,7.10,4.42,Kansas City Chiefs / 3rd / 93rd pick / 2010
45,2010,Carlton Mitchell\MitcCa00,WR,0,South Florida,College Stats,6-3,215,4.46,36.0,16,122,6.96,4.55,Cleveland Browns / 6th / 177th pick / 2010
46,2010,Lonyae Miller\MillLo00,RB,0,Fresno State,College Stats,5-11,221,4.43,36.5,26,120,7.20,4.54,
47,2010,Kerry Meier\MeieKe00,WR,0,Kansas,College Stats,6-2,224,4.62,35.0,13,115,,4.23,Atlanta Falcons / 5th / 165th pick / 2010
48,2010,Shawnbrey McNeal\McNeSh00,RB,,Southern Methodist,College Stats,5-9,194,4.53,36.0,14,117,,,
49,2010,Joe McKnight\McKnJo00,RB,7,Southern California,College Stats,5-11,198,4.40,36.5,18,120,,,New York Jets / 4th / 112th pick / 2010
50,2010,Colt McCoy\McCoCo00,QB,13,Texas,College Stats,6-1,216,4.79,,,114,,,Cleveland Browns / 3rd / 85th pick / 2010
51,2010,Anthony McCoy\McCoAn00,TE,4,Southern California,College Stats,6-4,259,4.71,35.5,19,113,6.99,4.57,Seattle Seahawks / 6th / 185th pick / 2010
52,2010,Dexter McCluster\McClDe00,WR,23,Mississippi,College Stats,5-9,172,4.53,37.5,20,118,,4.06,Kansas City Chiefs / 2nd / 36th pick / 2010
53,2010,Ryan Mathews\MathRy00,RB,48,Fresno State,College Stats,6-0,218,4.37,36.0,19,121,7.00,4.33,San Diego Chargers / 1st / 12th pick / 2010
54,2010,Jeron Mastrud\MastJe20,TE,1,Kansas State,College Stats,6-5,256,4.82,,,,,,
55,2010,Thaddeus Lewis\LewiTh01,QB,4,Duke,College Stats,6-0,215,4.84,28.0,,107,,,
56,2010,Dan LeFevour\LeFeDa00,QB,,Central Michigan,College Stats,6-3,230,4.60,29.5,,110,6.93,4.22,Chicago Bears / 6th / 181st pick / 2010
57,2010,Shawn Lauvao\LauvSh20,OG,37,Arizona State,College Stats,6-3,315,5.22,26.5,33,101,7.56,4.51,Cleveland Browns / 3rd / 92nd pick / 2010
58,2010,Brandon LaFell\LaFeBr00,WR,49,LSU,College Stats,6-2,211,4.58,36.0,,115,6.81,4.23,Carolina Panthers / 3rd / 78th pick / 2010
59,2010,Matt Kopa\KopaMa00,OT,0,Stanford,,6-6,300,5.14,,,,,,
60,2010,Mike Kafka\KafkMi00,QB,0,Northwestern,College Stats,6-3,225,4.93,32.0,,110,6.96,4.37,Philadelphia Eagles / 4th / 122nd pick / 2010
61,2010,Kevin Jurovich\JuroKe00,WR,,San Jose State,College Stats,5-11,188,4.45,,14,,,,
62,2010,Donald Jones\JoneDo00,WR,8,Youngstown State,,6-0,214,4.46,41.0,20,119,6.90,4.20,
63,2010,Kyle Jolly\JollKy00,OT,,North Carolina,,6-6,311,5.36,21.5,20,89,7.89,4.87,
64,2010,Stafon Johnson\JohnSt01,RB,,Southern California,College Stats,5-11,214,4.62,35.5,13,118,,,
65,2010,Mike Johnson\JohnMi23,OG,2,Alabama,College Stats,6-5,312,5.37,25.0,,91,8.15,5.01,Atlanta Falcons / 3rd / 98th pick / 2010
66,2010,John Jerry\JerrJo20,OT,45,Mississippi,,6-5,328,5.15,27.5,,101,7.93,4.69,Miami Dolphins / 3rd / 73rd pick / 2010
67,2010,Javarris James\JameJa00,RB,1,Miami (FL),College Stats,6-0,212,4.58,36.0,21,115,,,
68,2010,Brandon James\JameBr00,RB,0,Florida,College Stats,5-6,176,4.47,,14,,,,
69,2010,Rashawn Jackson\JackRa23,FB,0,Virginia,College Stats,6-1,239,4.75,34.5,,117,,,
70,2010,Mike Iupati\IupaMi20,OG,66,Idaho,College Stats,6-5,331,5.24,27.5,27,92,7.85,4.93,San Francisco 49ers / 1st / 17th pick / 2010
71,2010,Michael Hoomanawanui\HoomMi00,TE,5,Illinois,College Stats,6-4,264,4.77,,25,,,,St. Louis Rams / 5th / 132nd pick / 2010
72,2010,Trindon Holliday\HollTr00,WR,4,LSU,College Stats,5-5,166,4.34,42.0,10,116,6.54,4.48,Houston Texans / 6th / 197th pick / 2010
73,2010,Aaron Hernandez\HernAa00,TE,23,Florida,College Stats,6-2,245,4.64,,,,,,New England Patriots / 4th / 113th pick / 2010
74,2010,Montario Hardesty\HardMo00,RB,4,Tennessee,College Stats,6-0,225,4.49,41.0,21,124,6.87,4.14,Cleveland Browns / 2nd / 59th pick / 2010
75,2010,Clay Harbor\HarbCl00,FB,8,Missouri State,,6-3,252,4.62,40.0,30,120,,4.37,Philadelphia Eagles / 4th / 125th pick / 2010
76,2010,Max Hall\HallMa00,QB,1,BYU,College Stats,6-1,209,4.84,32.0,,102,7.07,4.35,
77,2010,Rob Gronkowski\GronRo00,TE,76,Arizona,College Stats,6-6,264,4.68,,23,,,,New England Patriots / 2nd / 42nd pick / 2010
78,2010,Jermaine Gresham\GresJe00,TE,31,Oklahoma,College Stats,6-5,261,4.66,35.0,20,113,7.07,4.53,Cincinnati Bengals / 1st / 21st pick / 2010
79,2010,Clint Gresham\GresCl00,LS,6,TCU,College Stats,6-3,236,5.08,,,,,,
80,2010,Jimmy Graham\GrahJi00,TE,62,Miami (FL),College Stats,6-6,260,4.53,38.5,,120,6.90,4.45,New Orleans Saints / 3rd / 95th pick / 2010
81,2010,Garrett Graham\GrahGa00,TE,7,Wisconsin,College Stats,6-3,243,4.71,34.5,20,112,7.09,4.35,Houston Texans / 4th / 118th pick / 2010
82,2010,Mardy Gilyard\GilyMa00,WR,1,Cincinnati,College Stats,6-0,187,4.61,39.0,,116,6.92,4.40,St. Louis Rams / 4th / 99th pick / 2010
83,2010,David Gettis\GettDa00,WR,3,Baylor,College Stats,6-3,217,4.43,34.5,15,124,6.94,4.41,Carolina Panthers / 6th / 198th pick / 2010
84,2010,Toby Gerhart\GerhTo00,RB,17,Stanford,College Stats,6-0,231,4.50,38.0,22,118,6.94,4.25,Minnesota Vikings / 2nd / 51st pick / 2010
85,2010,Jason Fox\FoxxJa20,OT,9,Miami (FL),College Stats,6-7,303,5.45,,23,,,,Detroit Lions / 4th / 128th pick / 2010
86,2010,Jacoby Ford\FordJa01,WR,12,Clemson,College Stats,5-9,186,4.28,33.5,15,115,7.00,4.44,Oakland Raiders / 4th / 108th pick / 2010
87,2010,Dedrick Epps\EppsDe00,TE,0,Miami (FL),College Stats,6-3,250,4.70,,19,,,,San Diego Chargers / 7th / 235th pick / 2010
88,2010,Brody Eldridge\EldrBr00,TE,0,Oklahoma,College Stats,6-5,261,4.72,31.5,,,,,Indianapolis Colts / 5th / 162nd pick / 2010
89,2010,Armanti Edwards\EdwaAr00,WR,1,Appalachian State,,5-11,187,4.41,,,,,,Carolina Panthers / 3rd / 89th pick / 2010
90,2010,Marcus Easley\EaslMa00,WR,1,Connecticut,College Stats,6-3,210,4.39,34.0,16,123,6.94,4.60,Buffalo Bills / 4th / 107th pick / 2010
91,2010,Jonathan Dwyer\DwyeJo00,RB,8,Georgia Tech,College Stats,5-11,229,4.64,33.0,15,107,7.56,4.67,Pittsburgh Steelers / 6th / 188th pick / 2010
92,2010,Vladimir Ducasse\DucaVl20,OT,19,Massachusetts,,6-4,332,5.21,26.0,29,91,8.25,4.97,New York Jets / 2nd / 61st pick / 2010
93,2010,Jim Dray\DrayJi00,TE,4,Stanford,College Stats,6-5,246,4.82,,17,,,,Arizona Cardinals / 7th / 233rd pick / 2010
94,2010,Anthony Dixon\DixoAn00,RB,8,Mississippi State,College Stats,6-1,233,4.67,33.0,15,121,7.09,4.49,San Francisco 49ers / 6th / 173rd pick / 2010
95,2010,Ed Dickson\DickEd00,TE,17,Oregon,College Stats,6-4,249,4.59,34.0,23,115,7.32,4.59,Baltimore Ravens / 3rd / 70th pick / 2010
96,2010,Dorin Dickerson\DickDo00,TE,1,Pittsburgh,College Stats,6-1,226,4.40,43.5,24,125,6.96,4.30,Houston Texans / 7th / 227th pick / 2010
97,2010,Chris DeGeare\DeGeCh20,OG,2,Wake Forest,,6-4,325,5.12,32.5,27,103,7.84,4.90,Minnesota Vikings / 5th / 161st pick / 2010
98,2010,Eric Decker\DeckEr00,WR,52,Minnesota,College Stats,6-3,217,4.54,,15,,,,Denver Broncos / 3rd / 87th pick / 2010
99,2010,Anthony Davis\DaviAn27,OT,34,Rutgers,College Stats,6-5,323,5.36,33.0,21,99,8.17,4.97,San Francisco 49ers / 1st / 11th pick / 2010
100,2010,Riley Cooper\CoopRi00,WR,19,Florida,College Stats,6-3,222,4.53,33.0,,114,,,Philadelphia Eagles / 5th / 159th pick / 2010
101,2010,John Conner\ConnJo00,FB,0,Kentucky,College Stats,5-11,246,4.64,35.0,24,111,7.15,4.32,New York Jets / 5th / 139th pick / 2010
102,2010,Jimmy Clausen\ClauJi00,QB,3,Notre Dame,College Stats,6-3,222,4.76,,,,,,Carolina Panthers / 2nd / 48th pick / 2010
103,2010,Brandon Carter\CartBr20,OG,1,Texas Tech,College Stats,6-6,329,5.34,24.5,22,102,7.82,4.94,
104,2010,Selvish Capers\CapeSe20,OT,0,West Virginia,College Stats,6-5,308,5.11,30.5,19,106,7.68,4.68,Washington Redskins / 7th / 231st pick / 2010
105,2010,Sean Canfield\CanfSe00,QB,,Oregon State,College Stats,6-4,223,4.93,29.5,,100,7.26,4.39,New Orleans Saints / 7th / 239th pick / 2010
106,2010,Bruce Campbell\CampBr20,OT,1,Maryland,College Stats,6-6,314,4.75,32.0,34,101,7.58,4.69,Oakland Raiders / 4th / 106th pick / 2010
107,2010,Nate Byham\ByhaNa00,TE,0,Pittsburgh,College Stats,6-4,268,4.97,29.0,,109,,,San Francisco 49ers / 6th / 182nd pick / 2010
108,2010,Bryan Bulaga\BulaBr20,OT,51,Iowa,,6-5,314,5.20,27.5,26,98,7.70,4.75,Green Bay Packers / 1st / 23rd pick / 2010
109,2010,Kyle Calloway,OT,,Iowa,College Stats,6-6,323,5.46,23.5,22,92,7.96,4.86,Buffalo Bills / 7th / 216th pick / 2010
110,2010,Dez Bryant\BryaDe01,WR,71,Oklahoma State,College Stats,6-2,225,4.52,,,,,,Dallas Cowboys / 1st / 24th pick / 2010
111,2010,Levi Brown\BrowLe00,QB,0,Troy,College Stats,6-3,229,4.93,31.5,20,106,7.07,4.43,Buffalo Bills / 7th / 209th pick / 2010
112,2010,Jarrett Brown\BrowJa01,QB,,West Virginia,College Stats,6-3,224,4.50,34.5,,114,7.24,4.39,
113,2010,Charles Brown\BrowCh28,OT,16,Southern California,College Stats,6-5,303,5.21,31.5,21,,,,New Orleans Saints / 2nd / 64th pick / 2010
114,2010,Antonio Brown\BrowAn04,WR,91,Central Michigan,College Stats,5-10,186,4.56,33.5,13,105,6.98,4.18,Pittsburgh Steelers / 6th / 195th pick / 2010
115,2010,Dezmon Briscoe\BrisDe00,WR,4,Kansas,College Stats,6-2,207,4.66,33.0,9,115,7.10,4.57,Cincinnati Bengals / 6th / 191st pick / 2010
116,2010,Sam Bradford\BradSa00,QB,48,Oklahoma,College Stats,6-4,236,4.79,,,,,,St. Louis Rams / 1st / 1st pick / 2010
117,2010,LeGarrette Blount\BlouLe00,RB,43,Oregon,College Stats,6-0,241,4.70,35.0,18,117,6.85,4.49,
118,2010,Jahvid Best\BestJa00,RB,13,California,College Stats,5-10,199,4.34,32.5,18,113,6.75,4.17,Detroit Lions / 1st / 30th pick / 2010
119,2010,Arrelious Benn\BennAr00,WR,8,Illinois,College Stats,6-1,219,4.57,37.0,20,118,,,Tampa Bay Buccaneers / 2nd / 39th pick / 2010
120,2010,Joique Bell\BellJo01,RB,26,Wayne State (MI),,5-11,220,4.68,36.5,,120,6.84,4.17,
121,2010,Zane Beadles\BeadZa20,OG,57,Utah,College Stats,6-4,310,5.28,,27,,,,Denver Broncos / 2nd / 45th pick / 2010
122,2010,Brandon Banks\BankBr00,WR,1,Kansas State,College Stats,5-7,149,4.37,31.0,,113,6.88,4.29,
123,2010,Jon Asamoah\AsamJo20,OG,23,Illinois,,6-4,305,5.07,,,,,,Kansas City Chiefs / 3rd / 68th pick / 2010
124,2010,Danario Alexander\AlexDa00,WR,9,Missouri,College Stats,6-5,215,4.62,,,,,,
125,2010,Seyi Ajirotutu\AjirSe00,WR,4,Fresno State,College Stats,6-3,204,4.60,36.0,14,115,7.22,4.39,
126,2010,Ryan Wolfe,WR,,UNLV,College Stats,6-1,205,4.65,,13,,,,
127,2010,Jeremy Williams,WR,,Tulane,College Stats,6-0,206,4.59,36.0,14,117,6.73,,
128,2010,Adam Ulatoski,OG,,Texas,,6-5,300,5.52,26.0,24,94,7.98,4.99,
129,2010,Jevan Snead,QB,,Mississippi,College Stats,6-3,219,5.04,33.0,,106,7.08,4.33,
130,2010,Riley Skinner,QB,,Wake Forest,College Stats,6-0,214,5.05,30.0,,101,7.04,4.29,
131,2010,Alric Arnett,WR,,West Virginia,College Stats,6-2,188,4.52,40.0,,122,7.03,4.43,
132,2010,Chris Bell,WR,,Norfolk State,,6-2,211,4.50,35.0,15,117,6.76,4.35,
133,2010,Ciron Black,OG,,LSU,,6-4,327,5.53,25.5,23,91,8.52,5.13,
134,2010,Nyan Boateng,WR,,California,College Stats,6-1,204,4.66,36.0,14,112,7.35,4.69,
135,2010,Dorian Brooks,OG,,James Madison,,6-2,306,5.15,23.0,26,100,7.73,4.66,
136,2010,Chris Brown,RB,,Oklahoma,College Stats,5-10,210,4.55,36.0,17,115,,,
137,2010,Chris Carter,WR,,California-Davis,,5-11,191,4.49,,12,,,,
138,2010,Daryll Clark,QB,,Penn State,College Stats,6-2,235,4.72,,21,,,,
139,2010,Andre Dixon,RB,,Connecticut,College Stats,6-1,205,4.56,40.0,,117,6.99,4.19,
140,2010,Riar Geer,FB,,Colorado,College Stats,6-3,256,5.00,33.0,13,106,7.13,4.29,
141,2010,Kurtis Gregory,OG,,Missouri,,6-4,305,5.31,25.5,26,91,7.62,4.93,
142,2010,Tim Hiller,QB,,Western Michigan,College Stats,6-4,229,4.97,32.5,18,118,7.10,4.54,
143,2010,Shay Hodge,WR,,Mississippi,College Stats,6-1,209,4.62,33.5,11,117,6.90,4.32,
144,2010,Scott Long,WR,,Louisville,College Stats,6-2,216,4.46,41.5,20,123,6.45,4.09,
145,2010,Darius Marshall,RB,,Marshall,College Stats,5-9,190,4.59,35.5,14,109,,4.39,
146,2010,Chris McGaha,WR,,Arizona State,College Stats,6-1,201,4.52,40.0,19,122,,4.21,
147,2010,Brandon Minor,RB,,Michigan,College Stats,6-0,214,4.59,,,,,,
148,2010,Pat Paschall,RB,,North Dakota State,,6-0,209,4.65,38.5,15,118,7.02,4.33,
149,2010,Colin Peek,TE,,Alabama,College Stats,6-5,254,4.93,,19,,,,
150,2010,Jared Perry,WR,,Missouri,College Stats,6-1,178,4.51,33.5,11,121,6.75,4.39,
151,2010,Dace Richardson,OG,,Iowa,,6-5,320,5.76,23.5,19,87,8.58,5.38,
