Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
68,2006,David Kirtman\KirtDa00,FB,0,Southern California,College Stats,5-11,233,4.76,29.5,,106,7.18,4.31,Seattle Seahawks / 5th / 163rd pick / 2006
69,2006,Jeff King\KingJe00,TE,11,Virginia Tech,College Stats,6-5,245,4.83,32.5,21,109,6.99,4.09,Carolina Panthers / 5th / 155th pick / 2006
70,2006,Winston Justice\JustWi20,OT,22,Southern California,College Stats,6-6,319,5.16,35.0,,110,7.31,4.53,Philadelphia Eagles / 2nd / 39th pick / 2006
71,2006,Davin Joseph\JoseDa20,OG,53,Oklahoma,College Stats,6-3,311,5.09,32.0,24,111,,4.97,Tampa Bay Buccaneers / 1st / 23rd pick / 2006
72,2006,Greg Jennings\JennGr00,WR,77,Western Michigan,College Stats,5-11,197,4.42,36.5,,117,6.68,4.16,Green Bay Packers / 2nd / 52nd pick / 2006
73,2006,Adam Jennings\JennAd00,WR,0,Fresno State,College Stats,5-9,181,4.44,37.5,,118,6.88,4.12,Atlanta Falcons / 6th / 184th pick / 2006
74,2006,Max Jean-Gilles\JeanMa20,OG,15,Georgia,College Stats,6-4,355,5.48,24.5,27,95,8.56,5.08,Philadelphia Eagles / 4th / 99th pick / 2006
75,2006,Tarvaris Jackson\JackTa00,QB,23,Alabama State,College Stats,6-2,226,4.69,31.5,22,107,7.40,4.38,Minnesota Vikings / 2nd / 64th pick / 2006
76,2006,Chad Jackson\JackCh00,WR,2,Florida,College Stats,6-1,213,4.32,38.5,,122,6.73,3.97,New England Patriots / 2nd / 36th pick / 2006
77,2006,Santonio Holmes\HolmSa00,WR,54,Ohio State,College Stats,5-11,188,4.35,,,,,,Pittsburgh Steelers / 1st / 25th pick / 2006
78,2006,Devin Hester\HestDe99,WR,57,Miami (FL),College Stats,5-11,190,4.41,38.0,16,124,,,Chicago Bears / 2nd / 57th pick / 2006
79,2006,Mike Hass\HassMi00,WR,0,Oregon State,College Stats,6-1,208,4.59,32.0,,116,6.97,4.14,New Orleans Saints / 6th / 171st pick / 2006
80,2006,Jerome Harrison\HarrJe00,RB,14,Washington State,College Stats,5-9,201,4.47,34.5,19,124,6.77,4.07,Cleveland Browns / 5th / 145th pick / 2006
81,2006,Gilbert Harris\HarrGi00,FB,0,Arizona,College Stats,6-2,235,4.73,36.0,20,117,7.00,4.38,
82,2006,Andre Hall\HallAn01,RB,3,South Florida,College Stats,5-8,208,4.40,33.0,18,113,7.38,,
83,2006,Marques Hagans\HagaMa00,RB,1,Virginia,College Stats,5-9,202,4.67,35.0,,114,7.03,4.38,St. Louis Rams / 5th / 144th pick / 2006
84,2006,Derek Hagan\HagaDe00,WR,14,Arizona State,College Stats,6-2,208,4.45,36.0,,124,,4.07,Miami Dolphins / 3rd / 82nd pick / 2006
85,2006,Skyler Green\GreeSk20,WR,0,LSU,College Stats,5-9,192,4.53,34.0,,118,,,Dallas Cowboys / 4th / 125th pick / 2006
86,2006,Bruce Gradkowski\GradBr00,QB,8,Toledo,College Stats,6-1,217,4.59,34.0,,107,7.12,4.16,Tampa Bay Buccaneers / 6th / 194th pick / 2006
87,2006,Cory Rodgers,WR,,TCU,College Stats,6-0,188,4.58,33.5,,110,7.37,4.19,Green Bay Packers / 4th / 104th pick / 2006
88,2006,Quinton Ganther\GantQu00,RB,3,Utah,College Stats,5-9,218,4.50,35.0,29,119,7.19,,Tennessee Titans / 7th / 246th pick / 2006
89,2006,D'Brickashaw Ferguson\FergDB20,OT,69,Virginia,,6-6,312,5.08,,,,,,New York Jets / 1st / 4th pick / 2006
90,2006,Daniel Fells\FellDa00,TE,12,California-Davis,,6-3,259,4.95,29.5,19,108,7.27,4.46,
91,2006,Anthony Fasano\FasaAn00,TE,29,Notre Dame,College Stats,6-4,259,4.72,33.5,19,112,6.94,4.34,Dallas Cowboys / 2nd / 53rd pick / 2006
92,2006,Jahri Evans\EvanJa21,OT,142,Texas A&M,,6-4,316,5.25,27.0,20,95,7.97,4.80,New Orleans Saints / 4th / 108th pick / 2006
93,2006,Maurice Jones-Drew\DrewMa00,RB,84,UCLA,College Stats,5-7,207,4.39,36.0,18,116,7.08,4.38,Jacksonville Jaguars / 2nd / 60th pick / 2006
94,2006,Vernon Davis\DaviVe00,TE,61,Maryland,College Stats,6-3,254,4.38,42.0,33,128,7.00,4.17,San Francisco 49ers / 1st / 6th pick / 2006
95,2006,P.J. Daniels\DaniP.00,RB,0,Georgia Tech,College Stats,5-10,214,4.64,33.0,21,116,7.13,4.40,Baltimore Ravens / 4th / 132nd pick / 2006
96,2006,Owen Daniels\DaniOw00,TE,49,Wisconsin,College Stats,6-3,253,4.65,34.5,23,114,6.87,4.10,Houston Texans / 4th / 98th pick / 2006
97,2006,E.J. Whitley,OT,,Texas Tech,College Stats,6-5,309,5.35,25.0,16,101,7.53,4.79,Dallas Cowboys / 7th / 224th pick / 2006
98,2006,Jay Cutler\CutlJa00,QB,109,Vanderbilt,College Stats,6-3,226,4.77,,23,,7.10,4.26,Denver Broncos / 1st / 11th pick / 2006
99,2006,Brodie Croyle\CroyBr00,QB,2,Alabama,College Stats,6-2,205,4.88,30.5,,104,7.34,4.25,Kansas City Chiefs / 3rd / 85th pick / 2006
100,2006,Ryan Cook\CookRy20,OT,25,New Mexico,,6-7,328,5.47,26.5,28,97,7.93,4.66,Minnesota Vikings / 2nd / 51st pick / 2006
101,2006,Marques Colston\ColsMa00,WR,90,Hofstra,,6-5,224,4.50,37.0,16,123,6.94,4.43,New Orleans Saints / 7th / 252nd pick / 2006
102,2006,Daryn Colledge\CollDa20,OT,69,Boise State,,6-4,299,5.05,32.5,21,110,7.43,4.58,Green Bay Packers / 2nd / 47th pick / 2006
103,2006,Kellen Clemens\ClemKe00,QB,10,Oregon,College Stats,6-2,224,4.89,,,,,,New York Jets / 2nd / 49th pick / 2006
104,2006,Jeromey Clary\ClarJe20,OT,55,Kansas State,College Stats,6-6,309,5.28,26.0,24,102,7.80,4.63,San Diego Chargers / 6th / 187th pick / 2006
105,2006,Jason Carter\CartJa00,WR,0,Texas A&M,College Stats,6-0,211,4.60,33.0,,116,6.89,4.21,
106,2006,Brian Calhoun\CalhBr00,RB,1,Wisconsin,College Stats,5-9,201,4.57,31.5,18,124,7.05,4.20,Detroit Lions / 3rd / 74th pick / 2006
107,2006,Dominique Byrd\ByrdDo00,TE,0,Southern California,College Stats,6-3,255,4.79,,,,,,St. Louis Rams / 3rd / 93rd pick / 2006
108,2006,Rashad Butler\ButlRa20,OT,6,Miami (FL),College Stats,6-5,293,5.30,28.0,16,106,7.90,4.55,Carolina Panthers / 3rd / 89th pick / 2006
109,2006,Brad Butler\ButlBr20,OT,13,Virginia,College Stats,6-7,310,5.29,,,,,,Buffalo Bills / 5th / 143rd pick / 2006
110,2006,Reggie Bush\BushRe00,RB,72,Southern California,College Stats,5-11,201,4.37,,,,,,New Orleans Saints / 1st / 2nd pick / 2006
111,2006,Kevin Boothe\BootKe20,OT,29,Cornell,,6-5,316,5.41,31.5,23,98,8.36,5.07,Oakland Raiders / 6th / 176th pick / 2006
112,2006,Troy Bienemann\BienTr00,TE,0,Washington State,College Stats,6-5,256,4.80,,,,,,
113,2006,Mike Bell\BellMi00,RB,12,Arizona,College Stats,6-0,221,4.60,31.5,19,112,7.16,4.21,
114,2006,Hank Baskett\BaskHa00,WR,9,New Mexico,College Stats,6-3,224,4.50,35.0,,119,6.79,4.17,
115,2006,Brett Basanez\BasaBr00,QB,0,Northwestern,College Stats,6-1,220,4.76,34.0,,114,6.75,4.22,
116,2006,Jason Avant\AvanJa00,WR,36,Michigan,College Stats,6-0,212,4.62,37.0,20,118,,,Philadelphia Eagles / 4th / 109th pick / 2006
117,2006,Miles Austin\AustMi00,WR,44,Monmouth (NJ),,6-2,215,4.47,40.5,21,123,7.09,4.14,
118,2006,D.J. Shockley,QB,,Georgia,College Stats,6-1,214,4.56,37.5,,121,7.07,4.17,Atlanta Falcons / 7th / 223rd pick / 2006
119,2006,Devin Aromashodu\AromDe00,WR,11,Auburn,College Stats,6-2,201,4.35,39.0,,120,7.04,4.16,Miami Dolphins / 7th / 233rd pick / 2006
120,2006,David Anderson\AndeDa01,WR,8,Colorado State,College Stats,5-10,192,4.57,34.0,,116,6.88,4.20,Houston Texans / 7th / 251st pick / 2006
121,2006,Joseph Addai\AddaJo00,RB,54,LSU,College Stats,5-11,214,4.40,38.5,18,125,7.09,4.47,Indianapolis Colts / 1st / 30th pick / 2006
122,2006,Terrence Whitehead,RB,,Oregon,College Stats,5-10,209,4.69,30.5,,108,7.21,4.27,
123,2006,Stefon Wheeler,OT,,Michigan State,College Stats,6-5,339,5.73,19.5,,74,8.09,4.86,
124,2006,Delanie Walker,WR,,Central Missouri,,6-1,240,4.49,36.5,,118,,,
125,2006,Joe Toledo,OT,,Washington,,6-5,337,5.11,,32,,,,
126,2006,Tony Tella,OG,,Miami (FL),,6-4,307,5.44,24.5,24,97,8.17,4.84,
127,2006,Gavin Tarquinio,LS,,Georgia Tech,College Stats,6-3,253,4.88,,18,,,,
128,2006,Dan Stevenson,OG,,Notre Dame,,6-5,300,5.36,24.5,24,100,7.58,4.59,
129,2006,Adam Stenavich,OG,,Michigan,,6-4,310,5.60,,24,,,,
130,2006,Clinton Solomon,WR,,Iowa,College Stats,6-3,214,4.58,33.0,,114,7.17,4.46,
131,2006,Kent Smith,QB,,Central Michigan,College Stats,6-5,216,4.57,35.0,,122,7.41,4.47,
132,2006,Matt Bernstein,FB,,Wisconsin,College Stats,6-0,260,4.91,29.5,22,110,7.46,4.50,
133,2006,Damarius Bilbo,WR,,Georgia Tech,College Stats,6-2,214,4.70,36.5,19,115,6.90,4.18,
134,2006,Jeremy Bloom,WR,,Colorado,,5-9,173,4.49,,,,,,
135,2006,Jovon Bouknight,WR,,Wyoming,College Stats,6-1,195,4.71,34.0,,120,6.93,4.03,
136,2006,Tim Day,TE,,Oregon,College Stats,6-3,256,4.74,35.0,24,109,7.03,4.20,
137,2006,Chris Denney,WR,,Nebraska-Omaha,,6-3,224,4.65,33.0,13,110,7.02,4.33,
138,2006,Bruce Eugene,QB,,Grambling State,,6-0,260,5.12,27.5,,94,7.97,4.76,
139,2006,Ryan Gilbert,RB,,Houston,College Stats,5-10,228,4.60,,,,,,
140,2006,Darrell Hackney,QB,,Alabama-Birmingham,College Stats,6-0,239,4.82,33.0,,110,7.62,4.69,
141,2006,Chris Hannon,WR,,Tennessee,College Stats,6-3,205,4.48,34.5,,122,,,
142,2006,Taurean Henderson,RB,,Texas Tech,College Stats,5-9,204,4.62,32.5,,112,7.01,4.40,
143,2006,Matt Henshaw,TE,,Florida State,College Stats,6-4,248,4.73,29.0,16,111,7.44,4.44,
144,2006,Ed Hinkel,WR,,Iowa,College Stats,6-0,190,4.54,34.0,,116,6.97,4.10,
145,2006,Greg Lee,WR,,Pittsburgh,College Stats,6-2,201,4.59,35.5,,114,6.80,4.09,
146,2006,Travis Lulay,QB,,Montana State,,6-2,216,4.71,35.0,,111,6.93,4.07,
147,2006,Jimmy Martin,OT,,Virginia Tech,,6-5,303,5.23,31.0,25,101,,,
148,2006,Wendell Mathis,RB,,Fresno State,College Stats,5-11,210,4.51,33.0,20,117,6.93,4.22,
149,2006,Fred Matua,OG,,Southern California,,6-2,306,5.00,24.5,28,93,7.87,4.76,
150,2006,Robin Meadow,OG,,Michigan State,,6-5,324,5.40,24.0,29,99,7.94,4.73,
151,2006,Erik Meyer,QB,,Eastern Washington,,6-1,210,4.67,32.5,,112,6.83,4.12,
152,2006,DonTrell Moore,RB,,New Mexico,College Stats,5-10,210,4.64,32.0,18,116,7.10,4.32,
153,2006,Jeff Mullins,LS,,Marshall,College Stats,6-2,247,5.03,,21,,,,
154,2006,Barrick Nealy,QB,,Texas State,,6-4,226,4.57,32.5,,114,6.94,4.26,
155,2006,Drew Olson,QB,,UCLA,College Stats,6-2,222,5.09,23.0,,97,,4.42,
156,2006,Paul Pinegar,QB,,Fresno State,College Stats,6-5,232,5.10,29.0,,110,7.36,4.49,
157,2006,Quinton Porter,QB,,Boston College,College Stats,6-5,233,4.67,33.5,,116,6.76,4.10,
158,2006,Troy Reddick,OG,,Auburn,,6-5,334,5.57,,21,,7.92,4.82,
159,2006,Gerald Riggs,RB,,Michigan State,College Stats,5-11,232,4.62,,,,,,
160,2006,Richie Ross,WR,,Nebraska-Kearney,,6-4,209,4.61,37.0,,120,6.95,4.29,
