
Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
19,2002,Matt Schobel\SchoMa00,TE,12,TCU,College Stats,6-5,263,,34.5,,,,,Cincinnati Bengals / 3rd / 67th pick / 2002
20,2002,Jake Schifino\SchiJa20,WR,0,Akron,College Stats,6-1,200,4.49,,,,,,Tennessee Titans / 5th / 151st pick / 2002
21,2002,Cliff Russell\RussCl00,WR,0,Utah,College Stats,5-11,185,4.36,,,,,,Washington Redskins / 3rd / 87th pick / 2002
22,2002,Robert Royal\RoyaRo00,TE,9,LSU,College Stats,6-5,253,4.97,31.0,14,114,7.37,4.27,Washington Redskins / 5th / 160th pick / 2002
23,2002,Victor Rogers\RogeVi20,OG,0,Colorado,,6-6,331,5.57,25.0,20,93,9.00,5.16,Detroit Lions / 7th / 259th pick / 2002
24,2002,Josh Reed\ReedJo01,WR,33,LSU,College Stats,5-10,210,4.54,,,,,,Buffalo Bills / 2nd / 36th pick / 2002
25,2002,Antwaan Randle El\RandAn00,WR,49,Indiana,College Stats,5-10,191,4.49,,,,,,Pittsburgh Steelers / 2nd / 62nd pick / 2002
26,2002,Patrick Ramsey\RamsPa00,QB,15,Tulane,College Stats,6-2,219,5.24,33.5,,112,7.12,4.09,Washington Redskins / 1st / 32nd pick / 2002
27,2002,Eric Crouch,RB,,Nebraska,College Stats,6-0,195,4.47,38.0,,112,6.87,4.02,St. Louis Rams / 3rd / 95th pick / 2002
28,2002,Mike Pucillo\PuciMi20,OG,9,Auburn,,6-4,317,5.31,28.0,26,,,,Buffalo Bills / 7th / 215th pick / 2002
29,2002,Clinton Portis\PortCl00,RB,82,Miami (FL),College Stats,5-11,204,4.42,,,,,,Denver Broncos / 2nd / 51st pick / 2002
30,2002,Chester Pitts\PittCh20,OT,53,San Diego State,,6-4,320,5.22,30.0,,106,7.84,4.81,Houston Texans / 2nd / 50th pick / 2002
31,2002,Freddie Milons,WR,,Alabama,College Stats,5-10,190,4.51,33.5,,117,6.84,,Philadelphia Eagles / 5th / 162nd pick / 2002
32,2002,Adrian Peterson\PeteAd00,RB,12,Georgia Southern,,5-10,214,4.68,34.0,14,119,7.59,4.60,Chicago Bears / 6th / 199th pick / 2002
33,2002,Justin Peelle\PeelJu00,TE,9,Oregon,College Stats,6-4,255,4.75,29.0,21,110,7.34,4.29,San Diego Chargers / 4th / 103rd pick / 2002
34,2002,John Owens\OwenJo00,TE,0,Notre Dame,College Stats,6-3,265,4.77,38.5,21,117,,,Detroit Lions / 5th / 138th pick / 2002
35,2002,J.T. O'Sullivan\OSulJ.00,QB,6,California-Davis,,6-2,223,4.88,29.0,,107,7.46,4.28,New Orleans Saints / 6th / 186th pick / 2002
36,2002,Josh Norman\NormJo00,TE,3,Oklahoma,College Stats,6-2,236,4.65,32.0,18,115,,,
37,2002,Kendall Newson\NewsKe00,WR,1,Middle Tennessee State,College Stats,6-2,200,4.69,33.5,,117,6.87,4.27,Jacksonville Jaguars / 7th / 222nd pick / 2002
38,2002,Larry Ned\NedxLa00,RB,0,San Diego State,College Stats,5-11,219,4.62,34.5,15,120,7.12,,Oakland Raiders / 6th / 197th pick / 2002
39,2002,Maurice Morris\MorrMa00,RB,35,Oregon,College Stats,5-11,208,4.53,38.5,23,119,,,Seattle Seahawks / 2nd / 54th pick / 2002
40,2002,Qasim Mitchell\MitcQa20,OG,5,North Carolina A&T,,6-5,335,5.28,26.0,22,,8.07,4.94,
41,2002,Terrence Metcalf\MetcTe20,OT,11,Mississippi,College Stats,6-3,318,5.31,,28,,,,Chicago Bears / 3rd / 93rd pick / 2002
42,2002,Randy McMichael\McMiRa01,TE,39,Georgia,College Stats,6-3,247,4.88,29.5,18,112,7.58,4.28,Miami Dolphins / 4th / 114th pick / 2002
43,2002,Bryant McKinnie\McKiBr21,OT,82,Miami (FL),College Stats,6-8,343,5.13,,,,,,Minnesota Vikings / 1st / 7th pick / 2002
44,2002,Josh McCown\McCoJo01,QB,45,Sam Houston State,College Stats,6-4,221,4.59,38.5,,120,6.85,3.90,Arizona Cardinals / 3rd / 81st pick / 2002
45,2002,Eric McCoo\McCoEr00,RB,1,Penn State,College Stats,5-10,214,4.55,32.5,14,112,,,
46,2002,Jason McAddley\McAdJa00,WR,4,Alabama,College Stats,6-1,203,4.47,36.5,,123,6.83,4.09,Arizona Cardinals / 5th / 149th pick / 2002
47,2002,Lee Mays\MaysLe00,WR,1,Texas-El Paso,College Stats,6-1,190,4.55,32.5,,119,7.08,4.17,Pittsburgh Steelers / 6th / 202nd pick / 2002
48,2002,Jamar Martin\MartJa01,FB,0,Ohio State,College Stats,5-11,245,4.89,32.0,23,108,7.53,4.34,Dallas Cowboys / 4th / 129th pick / 2002
49,2002,Chris Luzar\LuzaCh00,TE,0,Virginia,College Stats,6-7,270,4.76,32.5,22,115,6.84,4.17,Jacksonville Jaguars / 4th / 118th pick / 2002
50,2002,Ashley Lelie\LeliAs00,WR,39,Hawaii,College Stats,6-3,197,4.49,,,,,,Denver Broncos / 1st / 19th pick / 2002
51,2002,Kyle Kosier\KosiKy20,OT,64,Arizona State,,6-5,293,5.09,29.5,24,108,7.34,4.49,San Francisco 49ers / 7th / 248th pick / 2002
52,2002,Kurt Kittner\KittKu00,QB,1,Illinois,College Stats,6-2,221,4.86,27.0,,100,7.34,4.50,Atlanta Falcons / 5th / 158th pick / 2002
53,2002,Terry Jones\JoneTe00,TE,5,Alabama,College Stats,6-3,265,4.79,33.5,20,111,7.43,4.43,Baltimore Ravens / 5th / 155th pick / 2002
54,2002,Levi Jones\JoneLe23,OT,54,Arizona State,,6-5,304,5.21,,,103,,,Cincinnati Bengals / 1st / 10th pick / 2002
55,2002,Daryl Jones\JoneDa02,WR,1,Miami (FL),College Stats,5-9,180,4.35,,,,,,New York Giants / 7th / 226th pick / 2002
56,2002,Doug Jolley\JollDo00,TE,12,BYU,College Stats,6-4,251,4.60,38.0,18,117,6.90,4.18,Oakland Raiders / 2nd / 55th pick / 2002
57,2002,Ron Johnson\JohnRo03,WR,1,Minnesota,College Stats,6-2,225,4.70,34.5,,118,7.12,4.02,Baltimore Ravens / 4th / 123rd pick / 2002
58,2002,Kyle Johnson\JohnKy00,FB,4,Syracuse,College Stats,6-1,242,4.74,34.0,22,119,7.40,4.35,Carolina Panthers / 5th / 145th pick / 2002
59,2002,Javin Hunter\HuntJa00,WR,0,Notre Dame,College Stats,5-11,186,4.47,41.0,,129,6.84,4.04,Baltimore Ravens / 6th / 206th pick / 2002
60,2002,Dameon Hunter\HuntDa21,RB,0,Utah,College Stats,5-11,219,4.68,30.5,,113,,,
61,2002,Matt Hill\HillMa22,OT,3,Boise State,,6-6,300,5.33,28.5,20,101,7.58,4.54,Seattle Seahawks / 5th / 171st pick / 2002
62,2002,Kahlil Hill\HillKa20,WR,0,Iowa,College Stats,6-2,200,4.65,35.0,,,,,Atlanta Falcons / 6th / 184th pick / 2002
63,2002,Maurice Hicks\HickMa00,RB,8,North Carolina A&T,,5-10,200,4.64,,19,,,,
64,2002,Artis Hicks\HickAr20,OG,35,Memphis,,6-4,303,5.08,29.5,22,104,7.85,4.64,
65,2002,Leonard Henry\HenrLe20,RB,1,East Carolina,College Stats,6-1,206,4.57,35.0,26,113,7.11,4.29,Miami Dolphins / 7th / 241st pick / 2002
66,2002,Eric Heitmann\HeitEr20,OG,47,Stanford,,6-4,305,5.22,28.0,33,103,7.56,4.60,San Francisco 49ers / 7th / 239th pick / 2002
67,2002,Keith Heinrich\HeinKe00,TE,1,Sam Houston State,,6-5,255,4.77,35.0,21,120,6.87,4.10,Carolina Panthers / 6th / 174th pick / 2002
68,2002,Verron Haynes\HaynVe00,FB,8,Georgia,College Stats,5-10,224,4.78,31.5,25,117,7.27,4.08,Pittsburgh Steelers / 5th / 166th pick / 2002
69,2002,Herb Haygood\HaygHe20,WR,0,Michigan State,College Stats,5-11,193,4.45,33.0,,114,6.65,4.26,Denver Broncos / 5th / 144th pick / 2002
70,2002,Joey Harrington\HarrJo00,QB,33,Oregon,College Stats,6-4,215,4.89,32.0,,112,7.00,4.21,Detroit Lions / 1st / 3rd pick / 2002
71,2002,Ryan Hannam\HannRy00,TE,2,Northern Iowa,,6-2,251,4.69,30.5,18,113,7.07,4.21,Seattle Seahawks / 5th / 169th pick / 2002
72,2002,Andre Gurode\GuroAn20,OG,78,Colorado,College Stats,6-4,316,5.34,30.5,,100,8.15,5.05,Dallas Cowboys / 2nd / 37th pick / 2002
73,2002,William Green\GreeWi01,RB,15,Boston College,College Stats,6-0,221,4.60,42.0,27,121,,,Cleveland Browns / 1st / 16th pick / 2002
74,2002,Daniel Graham\GrahDa00,TE,22,Colorado,College Stats,6-3,248,4.64,36.0,,118,,,New England Patriots / 1st / 21st pick / 2002
75,2002,Lamar Gordon\GordLa00,RB,9,North Dakota State,,6-1,214,4.55,34.0,16,119,,,St. Louis Rams / 3rd / 84th pick / 2002
76,2002,Jonathan Goodwin\GoodJo23,OG,71,Michigan,,6-3,318,5.13,,,,,,New York Jets / 5th / 154th pick / 2002
77,2002,David Givens\GiveDa00,WR,23,Notre Dame,College Stats,6-0,217,4.56,40.5,,126,6.82,4.13,New England Patriots / 7th / 253rd pick / 2002
78,2002,David Garrard\GarrDa00,QB,69,East Carolina,College Stats,6-2,235,4.82,33.5,,111,7.35,4.26,Jacksonville Jaguars / 4th / 108th pick / 2002
79,2002,Jabar Gaffney\GaffJa00,WR,52,Florida,College Stats,6-1,193,4.56,,,,6.87,4.06,Houston Texans / 2nd / 33rd pick / 2002
80,2002,DeShaun Foster\FostDe00,RB,34,UCLA,College Stats,6-1,222,4.57,35.5,20,119,6.82,4.16,Carolina Panthers / 2nd / 34th pick / 2002
81,2002,Toniu Fonoti\FonoTo20,OG,18,Nebraska,,6-4,349,5.49,28.5,32,97,8.12,4.81,San Diego Chargers / 2nd / 39th pick / 2002
82,2002,Tony Fisher\FishTo00,RB,17,Notre Dame,College Stats,6-1,226,4.66,41.5,21,126,7.00,4.13,
83,2002,Randy Fasani\FasaRa00,QB,1,Stanford,College Stats,6-3,224,4.77,31.5,,106,6.75,3.87,Carolina Panthers / 5th / 137th pick / 2002
84,2002,Steve Edwards\EdwaSt20,OG,8,Central Florida,,6-5,355,5.50,23.0,20,94,8.37,5.15,
85,2002,Omar Easy\EasyOm00,FB,0,Penn State,College Stats,6-1,244,4.53,40.0,21,123,7.25,4.12,Kansas City Chiefs / 4th / 107th pick / 2002
86,2002,T.J. Duckett\DuckT.00,RB,23,Michigan State,College Stats,6-0,254,4.45,,,,,,Atlanta Falcons / 1st / 18th pick / 2002
87,2002,Kori Dickerson\DickKo20,FB,0,Southern California,College Stats,6-4,240,4.75,34.0,22,116,7.34,4.51,
88,2002,Luke Staley,RB,,BYU,College Stats,6-1,227,4.42,,,,,,Detroit Lions / 7th / 214th pick / 2002
89,2002,Andre' Davis\DaviAn01,WR,26,Virginia Tech,College Stats,6-1,194,4.42,39.5,,123,6.77,4.10,Cleveland Browns / 2nd / 47th pick / 2002
90,2002,Rohan Davey\DaveRo01,QB,0,LSU,College Stats,6-2,245,4.74,,,,,,New England Patriots / 4th / 117th pick / 2002
91,2002,Najeh Davenport\DaveNa00,FB,20,Miami (FL),College Stats,6-1,248,4.57,,,,,,Green Bay Packers / 4th / 135th pick / 2002
92,2002,Ronald Curry\CurrRo01,QB,17,North Carolina,College Stats,6-2,220,4.59,35.0,,115,7.06,4.11,Oakland Raiders / 7th / 235th pick / 2002
93,2002,Marc Colombo\ColoMa20,OT,48,Boston College,,6-8,313,5.27,29.5,30,101,7.65,4.60,Chicago Bears / 1st / 29th pick / 2002
94,2002,Tim Carter\CartTi00,WR,10,Auburn,College Stats,6-0,190,4.32,39.0,,126,6.68,3.93,New York Giants / 2nd / 46th pick / 2002
95,2002,Rock Cartwright\CartRo01,RB,11,Kansas State,College Stats,5-8,237,4.47,35.0,30,116,7.18,4.25,Washington Redskins / 7th / 257th pick / 2002
96,2002,David Carr\CarrDa00,QB,48,Fresno State,College Stats,6-3,223,4.67,35.0,,108,7.05,4.28,Houston Texans / 1st / 1st pick / 2002
97,2002,Kelly Campbell\CampKe00,WR,12,Georgia Tech,College Stats,5-10,171,4.48,,,,,,
98,2002,Reche Caldwell\CaldRe00,WR,21,Florida,College Stats,6-0,194,4.53,41.5,,130,7.00,4.10,San Diego Chargers / 2nd / 48th pick / 2002
99,2002,Joe Burns\BurnJo00,RB,2,Georgia,College Stats,5-9,213,4.81,31.0,21,105,,,
100,2002,Antonio Bryant\BryaAn00,WR,42,Pittsburgh,College Stats,6-1,188,4.57,37.0,,121,,,Dallas Cowboys / 2nd / 63rd pick / 2002
101,2002,Deion Branch\BranDe00,WR,64,Louisville,College Stats,5-9,191,4.47,36.0,,117,6.71,3.78,New England Patriots / 2nd / 65th pick / 2002
102,2002,Dwayne Blakley\BlakDw00,TE,1,Missouri,College Stats,6-5,256,4.96,32.5,21,107,7.33,4.29,
103,2002,Martin Bibla\BiblMa20,OG,3,Miami (FL),,6-3,306,5.08,,35,,,,Atlanta Falcons / 4th / 116th pick / 2002
104,2002,Ladell Betts\BettLa00,RB,37,Iowa,College Stats,5-10,220,4.62,38.0,23,116,7.06,4.06,Washington Redskins / 2nd / 56th pick / 2002
105,2002,Jarrod Baxter\BaxtJa00,FB,0,New Mexico,College Stats,6-1,245,4.70,32.5,23,116,7.10,4.27,Houston Texans / 5th / 136th pick / 2002
106,2002,Kevin Barry\BarrKe20,OG,9,Arizona,,6-4,325,5.34,28.5,24,108,8.34,4.73,
107,2002,Mike Banks\BankMi20,TE,0,Iowa State,College Stats,6-4,260,4.84,31.5,,104,,,Arizona Cardinals / 7th / 223rd pick / 2002
108,2002,Chris Baker\BakeCh00,TE,15,Michigan State,College Stats,6-3,258,4.81,35.0,18,112,6.95,,New York Jets / 3rd / 88th pick / 2002
109,2002,Mark Anelli\AnelMa20,TE,0,Wisconsin,College Stats,6-4,262,4.80,,18,,,,San Francisco 49ers / 6th / 201st pick / 2002
110,2002,Damien Anderson\AndeDa00,RB,2,Northwestern,College Stats,5-10,211,4.56,33.5,27,112,6.93,4.02,
111,2002,Brian Allen\AlleBr20,RB,0,Stanford,College Stats,5-9,209,4.46,33.0,19,112,6.90,4.08,Indianapolis Colts / 6th / 204th pick / 2002
112,2002,P.J. Alexander\AlexP.20,OG,3,Syracuse,,6-4,299,5.38,29.5,,102,7.90,4.73,
113,2002,Greg Zolman,QB,,Vanderbilt,College Stats,6-2,220,4.93,34.0,,112,7.08,4.14,
114,2002,Levron Williams,RB,,Indiana,College Stats,6-3,224,4.66,,16,,,,
115,2002,Marquise Walker,WR,,Michigan,College Stats,6-2,219,4.63,,,,,,
116,2002,Ryan Tolhurst,WR,,Richmond,,5-11,196,4.49,38.0,,123,6.65,3.88,
117,2002,Lew Thomas,RB,,Vanderbilt,College Stats,5-9,210,4.59,36.0,17,115,6.87,4.21,
118,2002,T.C. Taylor,WR,,Jackson State,,6-4,219,4.69,31.0,,114,7.59,4.25,
119,2002,Ed Ta'amu,OG,,Utah,,6-2,335,5.30,29.0,28,,,,
120,2002,Tim Stratton,TE,,Purdue,College Stats,6-4,251,4.97,27.0,15,101,,,
121,2002,Lawrence Story,WR,,Jackson State,,6-5,205,4.63,33.5,,114,7.06,4.16,
122,2002,Derek Smith,TE,,Kentucky,College Stats,6-4,271,4.90,28.5,16,112,7.46,4.38,
123,2002,Frank Romero,OG,,Oklahoma,,6-4,300,5.30,27.5,22,88,7.65,4.79,
124,2002,Tellis Redmon,RB,,Minnesota,College Stats,5-11,210,4.61,32.0,20,113,7.08,4.14,
125,2002,Pete Rebstock,WR,,Colorado State,College Stats,5-9,190,4.50,,,,,,
126,2002,Brian Poli-Dixon,WR,,UCLA,College Stats,6-5,210,4.48,,,,,,
127,2002,Dwayne Pierce,OG,,LSU,,6-2,319,5.50,26.0,,93,8.12,5.23,
128,2002,Jonathan Adams,RB,,Arkansas State,College Stats,6-0,219,4.58,36.5,15,120,6.97,4.31,
129,2002,Jeremy Allen,FB,,Iowa,College Stats,6-0,241,4.59,38.0,17,126,7.06,4.49,
130,2002,Matt Anderle,OT,,Minnesota,,6-6,327,5.50,29.0,26,104,7.99,4.80,
131,2002,Will Bartholomew,FB,,Tennessee,College Stats,6-0,246,4.68,38.0,35,119,6.85,4.09,
132,2002,Atrews Bell,WR,,Florida State,College Stats,5-11,218,4.52,,,,,,
133,2002,Pete Campion,OG,,North Dakota State,,6-4,307,5.26,25.5,30,88,7.96,4.81,
134,2002,Demontray Carter,RB,,Troy,College Stats,5-10,191,4.52,33.0,16,120,7.38,4.36,
135,2002,Terry Charles,WR,,Portland State,,6-3,207,4.52,36.5,,122,7.02,4.09,
136,2002,Reggie Coleman,OT,,Tennessee,,6-5,301,5.23,29.0,,103,7.84,4.88,
137,2002,Mike Collins,OT,,Wake Forest,,6-5,300,5.53,25.5,32,104,8.62,4.98,
138,2002,Alonzo Cunningham,OG,,Iowa,,6-4,316,5.46,24.0,,98,8.52,4.73,
139,2002,Woody Dantzler,QB,,Clemson,,5-10,207,4.59,,,,,,
140,2002,Konrad Dean,OG,,Akron,,6-4,333,5.57,27.5,30,97,8.37,4.97,
141,2002,Howard Duncan,OG,,Oklahoma,,6-4,324,5.44,28.5,22,101,8.31,4.69,
142,2002,R.J. English,WR,,Pittsburgh,College Stats,6-2,211,4.55,37.5,,121,7.03,4.11,
143,2002,Delvon Flowers,RB,,Arizona State,College Stats,5-11,200,4.67,35.5,15,117,,,
144,2002,Little John Flowers,RB,,Michigan State,College Stats,5-11,214,4.72,34.0,19,110,7.09,4.08,
145,2002,Paris Gaines,FB,,Fresno State,College Stats,6-0,228,4.67,,14,,,,
146,2002,Joe Hall,FB,,Kansas State,College Stats,6-2,271,4.97,28.0,22,107,,,
147,2002,Ennis Haywood,RB,,Iowa State,College Stats,5-10,218,4.76,35.0,12,112,7.08,4.14,
148,2002,Emmett Johnson,WR,,Virginia Tech,College Stats,6-2,205,4.45,39.0,,122,7.15,4.10,
149,2002,Jermese Jones,OT,,Virginia,,6-5,337,5.29,,22,,,,
150,2002,Doug Kaufusi,OT,,Utah,,6-6,313,5.47,,,,,,
151,2002,Antwan Kirk-Hughes,OG,,Texas,,6-3,316,5.43,27.0,,95,8.28,4.91,
152,2002,Broderick Lancaster,OG,,Colorado State,,6-4,310,5.26,,14,,,,
153,2002,Devin Lewis,WR,,Southern,,6-2,205,4.54,38.5,,111,,,
154,2002,Tango McCauley,OG,,Alabama State,,6-3,304,5.32,31.0,29,104,7.90,4.78,
155,2002,Ivory McCoy,TE,,Michigan State,College Stats,6-4,240,4.59,35.0,25,113,7.30,4.24,
156,2002,Dicenzo Miller,RB,,Mississippi State,College Stats,5-10,215,4.93,31.0,8,107,7.25,4.39,
157,2002,Dave Minnich,RB,,Washington State,College Stats,5-11,218,4.66,33.5,12,117,,,
158,2002,Shannon Money,OG,,Arkansas,,6-3,295,5.22,33.5,25,107,,,
159,2002,Marquise Muldrow,OG,,Arizona State,,6-2,316,5.31,25.5,29,98,8.12,4.80,
160,2002,David Neill,QB,,Nevada,College Stats,6-3,206,4.95,30.0,,108,7.28,4.44,
161,2002,Donnie O'Neal,WR,,Arizona State,College Stats,6-1,191,4.52,38.0,,126,6.90,,
162,2002,Melvin Paige,OG,,South Carolina,,6-5,314,5.34,23.5,30,,,,
