Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
53,2001,Quentin McCord\McCoQu00,WR,5,Kentucky,College Stats,5-10,191,4.48,36.5,,112,7.17,4.18,Atlanta Falcons / 7th / 236th pick / 2001
54,2001,Justin McCareins\McCaJu00,WR,37,Northern Illinois,College Stats,6-2,209,4.51,41.0,,129,7.06,3.99,Tennessee Titans / 4th / 124th pick / 2001
55,2001,Deuce McAllister\McAlDe00,RB,61,Mississippi,College Stats,6-1,222,4.41,,,,,,New Orleans Saints / 1st / 23rd pick / 2001
56,2001,David Martin\MartDa00,WR,13,Tennessee,College Stats,6-4,242,4.76,,,,,,Green Bay Packers / 6th / 198th pick / 2001
57,2001,Brandon Manumaleuna\ManuBr00,TE,9,Arizona,College Stats,6-2,275,4.99,30.0,,106,7.49,4.26,St. Louis Rams / 4th / 129th pick / 2001
58,2001,Matt Light\LighMa20,OT,109,Purdue,College Stats,6-5,311,5.29,,26,,7.84,4.49,New England Patriots / 2nd / 48th pick / 2001
59,2001,Victor Leyva\LeyvVi20,OG,1,Arizona State,College Stats,6-3,313,5.33,30.0,37,105,8.00,4.73,Cincinnati Bengals / 5th / 135th pick / 2001
60,2001,Cleo Lemon\LemoCl00,QB,6,Arkansas State,College Stats,6-2,226,4.87,35.5,,106,7.33,4.27,
61,2001,Matt Lehr\LehrMa20,OG,24,Virginia Tech,,6-2,290,5.28,31.5,28,111,7.59,4.44,Dallas Cowboys / 5th / 137th pick / 2001
62,2001,George Layne\LaynGe00,FB,0,TCU,College Stats,5-11,242,4.59,32.0,,115,7.08,4.19,Kansas City Chiefs / 4th / 108th pick / 2001
63,2001,Andre King\KingAn00,WR,2,Miami (FL),College Stats,6-0,199,4.61,,,,,,Cleveland Browns / 7th / 245th pick / 2001
64,2001,Michael Keathley\KeatMi20,OG,5,TCU,,6-4,308,5.24,32.5,28,,,,
65,2001,Kevin Kasper\KaspKe00,WR,2,Iowa,College Stats,6-0,199,4.42,43.5,,126,6.56,3.73,Denver Broncos / 6th / 190th pick / 2001
66,2001,Lamont Jordan\JordLa00,RB,35,Maryland,College Stats,5-10,234,4.57,,24,,,,New York Jets / 2nd / 49th pick / 2001
67,2001,Kenyatta Jones\JoneKe22,OT,8,South Florida,,6-3,308,5.01,,31,,,,New England Patriots / 4th / 96th pick / 2001
68,2001,Rudi Johnson\JohnRu00,RB,52,Auburn,College Stats,5-10,227,4.57,37.5,24,119,7.32,4.22,Cincinnati Bengals / 4th / 100th pick / 2001
69,2001,Chad Johnson\JohnCh01,WR,104,Oregon State,College Stats,6-1,192,4.57,33.0,,108,7.51,4.14,Cincinnati Bengals / 2nd / 36th pick / 2001
70,2001,Jonas Jennings\JennJo20,OT,33,Georgia,,6-4,334,5.31,29.5,31,102,8.08,4.93,Buffalo Bills / 3rd / 95th pick / 2001
71,2001,Cedric James\JameCe00,WR,0,TCU,College Stats,6-2,204,4.49,43.0,,134,,,Minnesota Vikings / 4th / 131st pick / 2001
72,2001,James Jackson\JackJa00,RB,9,Miami (FL),College Stats,5-10,210,4.55,,,,,,Cleveland Browns / 3rd / 65th pick / 2001
73,2001,Arnold Jackson\JackAr00,WR,0,Louisville,College Stats,5-8,167,4.48,41.0,,127,7.42,4.11,
74,2001,Steve Hutchinson\HutcSt00,OG,119,Michigan,College Stats,6-5,315,5.15,33.5,31,106,,4.74,Seattle Seahawks / 1st / 17th pick / 2001
75,2001,Jabari Holloway\HollJa01,TE,1,Notre Dame,College Stats,6-2,253,4.91,38.5,20,113,7.14,4.40,New England Patriots / 4th / 119th pick / 2001
76,2001,Russ Hochstein\HochRu20,OG,31,Nebraska,,6-3,300,5.40,26.5,16,95,7.85,4.69,Tampa Bay Buccaneers / 5th / 151st pick / 2001
77,2001,Travis Henry\HenrTr00,RB,46,Tennessee,College Stats,5-9,223,4.61,,23,,,,Buffalo Bills / 2nd / 58th pick / 2001
78,2001,Todd Heap\HeapTo00,TE,53,Arizona State,College Stats,6-5,252,4.68,,,,,,Baltimore Ravens / 1st / 31st pick / 2001
79,2001,Tim Hasselbeck\HassTi00,QB,1,Boston College,College Stats,6-1,211,4.83,33.0,,113,7.27,4.40,
80,2001,Antoine Harris\HarrAn98,TE,3,Southern California,College Stats,6-3,260,4.93,,11,,,,
81,2001,Adam Haayer\HaayAd20,OG,3,Minnesota,,6-6,298,5.30,,23,,,,Tennessee Titans / 6th / 199th pick / 2001
82,2001,Reggie Germany\GermRe00,WR,2,Ohio State,College Stats,6-1,183,4.39,,,,,,Buffalo Bills / 7th / 214th pick / 2001
83,2001,Rod Gardner\GardRo00,WR,27,Clemson,College Stats,6-2,219,4.48,,,,,,Washington Redskins / 1st / 15th pick / 2001
84,2001,Mike Gandy\GandMi20,OG,48,Notre Dame,,6-4,305,5.20,30.5,,103,8.03,4.71,Chicago Bears / 3rd / 68th pick / 2001
85,2001,Kynan Forney\FornKy20,OG,44,Hawaii,,6-2,312,5.28,27.0,23,97,8.56,4.70,Atlanta Falcons / 7th / 219th pick / 2001
86,2001,Bill Ferrario\FerrBi20,OG,1,Wisconsin,,6-2,314,5.30,,17,,,,Green Bay Packers / 4th / 105th pick / 2001
87,2001,Robert Ferguson\FergRo00,WR,20,Texas A&M,College Stats,6-1,205,4.48,36.5,,120,7.24,4.07,Green Bay Packers / 2nd / 41st pick / 2001
88,2001,Heath Evans\EvanHe00,FB,9,Auburn,College Stats,6-0,246,4.56,34.5,30,111,7.30,4.24,Seattle Seahawks / 3rd / 82nd pick / 2001
89,2001,Char-Ron Dorsey\DorsCh20,OT,1,Florida State,,6-6,348,5.99,,16,,,,Dallas Cowboys / 7th / 242nd pick / 2001
90,2001,Ryan Diem\DiemRy20,OT,89,Northern Illinois,,6-7,338,5.13,34.0,,102,7.50,4.46,Indianapolis Colts / 4th / 118th pick / 2001
91,2001,Rick DeMulling\DeMuRi20,OG,34,Idaho,,6-4,307,5.24,31.5,32,108,7.62,4.60,Indianapolis Colts / 7th / 220th pick / 2001
92,2001,Leonard Davis\DaviLe21,OT,82,Texas,College Stats,6-6,370,5.32,28.0,33,97,8.72,5.18,Arizona Cardinals / 1st / 2nd pick / 2001
93,2001,Alge Crumpler\CrumAl00,TE,48,North Carolina,College Stats,6-2,266,4.76,34.0,22,112,7.38,4.43,Atlanta Falcons / 2nd / 35th pick / 2001
94,2001,Bobby Newcombe,WR,,Nebraska,College Stats,5-10,195,4.53,37.0,,117,6.86,3.98,Arizona Cardinals / 6th / 166th pick / 2001
95,2001,Dave Costa\CostDa20,OG,1,Wisconsin,,6-6,305,5.34,,17,,,,
96,2001,Jameel Cook\CookJa00,FB,4,Illinois,College Stats,5-10,226,4.80,29.5,17,108,7.55,4.38,Tampa Bay Buccaneers / 6th / 174th pick / 2001
97,2001,Derek Combs\CombDe20,RB,1,Ohio State,College Stats,6-0,193,4.42,35.0,8,120,6.96,4.07,Oakland Raiders / 7th / 228th pick / 2001
98,2001,Kenny Clark\ClarKe22,WR,0,Central Florida,College Stats,6-1,225,4.59,35.5,,121,,,
99,2001,Chris Chambers\ChamCh00,WR,70,Wisconsin,College Stats,6-0,210,4.33,45.0,,134,,4.00,Miami Dolphins / 2nd / 52nd pick / 2001
100,2001,Quincy Carter\CartQu00,QB,18,Georgia,College Stats,6-2,225,4.58,35.5,,113,7.12,4.12,Dallas Cowboys / 2nd / 53rd pick / 2001
101,2001,Correll Buckhalter\BuckCo00,RB,32,Nebraska,College Stats,6-0,226,4.53,40.0,11,123,7.08,4.06,Philadelphia Eagles / 4th / 121st pick / 2001
102,2001,Sean Brewer\BrewSe20,TE,0,San Jose State,College Stats,6-4,255,4.73,36.0,14,117,7.37,4.18,Cincinnati Bengals / 3rd / 66th pick / 2001
103,2001,Drew Brees\BreeDr00,QB,240,Purdue,College Stats,6-0,213,4.83,32.0,,105,7.09,4.21,San Diego Chargers / 2nd / 32nd pick / 2001
104,2001,Jarvis Borum\BoruJa20,OG,1,North Carolina State,,6-7,332,5.05,30.5,25,107,8.08,4.83,
105,2001,Derrick Blaylock\BlayDe00,RB,12,Stephen F. Austin,,5-10,194,4.36,35.5,18,119,7.05,4.09,Kansas City Chiefs / 5th / 150th pick / 2001
106,2001,Eddie Berlin\BerlEd00,WR,3,Northern Iowa,,5-11,191,4.43,39.5,,122,6.78,4.08,Tennessee Titans / 5th / 159th pick / 2001
107,2001,Michael Bennett\BennMi00,RB,38,Wisconsin,College Stats,5-9,207,4.38,39.5,13,130,,,Minnesota Vikings / 1st / 27th pick / 2001
108,2001,Kevan Barlow\BarlKe00,RB,39,Pittsburgh,College Stats,6-1,235,4.56,,,,,,San Francisco 49ers / 3rd / 80th pick / 2001
109,2001,Alex Bannister\BannAl00,WR,1,Eastern Kentucky,,6-5,201,4.47,30.5,,110,,,Seattle Seahawks / 5th / 140th pick / 2001
110,2001,Jeff Backus\BackJe20,OT,84,Michigan,,6-5,310,5.37,27.0,25,99,8.27,4.67,Detroit Lions / 1st / 18th pick / 2001
111,2001,Billy Baber\BabeBi00,TE,0,Virginia,College Stats,6-4,255,4.76,33.0,22,106,7.12,4.19,Kansas City Chiefs / 5th / 141st pick / 2001
112,2001,Tom Ashworth\AshwTo20,OG,22,Colorado,College Stats,6-6,293,5.11,33.5,20,109,7.40,4.30,
113,2001,Scotty Anderson\AndeSc00,WR,8,Grambling State,,6-2,184,4.57,34.5,,115,,,Detroit Lions / 5th / 148th pick / 2001
114,2001,David Allen\AlleDa00,RB,1,Kansas State,College Stats,5-9,194,4.62,31.0,15,111,,,
115,2001,Pork Chop Womack,OG,,Mississippi State,,6-4,345,5.51,29.5,23,97,8.78,4.96,
116,2001,Chad Ward,OG,,Washington,,6-4,321,5.23,32.5,26,99,7.98,4.90,
117,2001,Patrick Venzke,OT,,Idaho,,6-6,303,5.28,34.0,,103,8.08,4.59,
118,2001,Chris Valletta,OG,,Texas A&M,,6-3,299,5.32,33.5,18,98,7.90,4.53,
119,2001,Albert Traylor,OG,,Northwestern State,,6-3,307,5.42,27.0,20,96,8.34,,
120,2001,Ja'Mar Toombs,FB,,Texas A&M,College Stats,6-0,281,4.72,,17,,,,
121,2001,Tarlos Thomas,OT,,Florida State,,6-5,336,5.52,25.0,19,92,8.60,4.90,
122,2001,Tim Stuber,OG,,Colorado State,,6-5,315,5.60,28.0,22,96,8.06,4.75,
123,2001,Russell Stewart,TE,,Stanford,College Stats,6-4,251,4.92,28.5,17,106,7.46,4.30,
124,2001,Elliot Silvers,OT,,Washington,,6-7,348,5.43,31.5,19,99,7.81,4.66,
125,2001,Kendrick Rogers,OT,,Central Missouri,,6-5,311,5.16,,23,,,,
126,2001,David Rivers,QB,,Western Carolina,,6-3,223,4.73,31.5,,115,7.37,4.20,
127,2001,Ray Redziniak,OG,,Illinois,,6-3,296,5.50,27.0,32,92,8.17,4.77,
128,2001,Josh Redding,OG,,Virginia Tech,,6-4,317,5.47,27.0,31,97,7.85,4.80,
129,2001,Jonathan Beasley,QB,,Kansas State,College Stats,6-0,227,4.85,29.5,,102,7.55,4.38,
130,2001,Darvell Bivens,FB,,Northwestern State,,5-10,255,4.97,33.5,32,108,7.81,4.38,
131,2001,David Bobo,OG,,TCU,,6-4,290,5.28,31.0,19,106,7.81,4.89,
132,2001,Chris Brown,OT,,Georgia Tech,College Stats,6-5,329,5.33,,30,,,,
133,2001,Corey Brown,WR,,Tulsa,College Stats,6-0,202,4.63,39.5,,126,,,
134,2001,Adrian Burnette,WR,,Tulane,College Stats,5-10,191,4.63,,,,,,
135,2001,John Capel,WR,,Florida,,5-11,177,4.39,36.5,,126,,,
136,2001,Elliott Carson,TE,,Vanderbilt,College Stats,6-4,246,4.90,36.0,16,115,7.52,4.21,
137,2001,Jeff Chaney,RB,,Florida State,College Stats,5-11,193,4.46,,,,,,
138,2001,Jeff Chase,OG,,Texas A&M-Kingsville,,6-3,303,5.25,,27,,,,
139,2001,Justin Coleman,QB,,Nebraska-Kearney,,6-4,238,5.22,29.5,,101,7.78,4.62,
140,2001,Corey Crume,RB,,Eastern Kentucky,,5-11,225,4.76,37.0,15,115,7.36,4.32,
141,2001,Will Cuthbert,OG,,Alabama,,6-5,318,5.53,24.5,17,91,8.84,5.06,
142,2001,Ronney Daniels,WR,,Auburn,College Stats,6-1,212,4.61,34.5,,118,,,
143,2001,Richmond Flowers,WR,,Chattanooga,,5-11,195,4.55,35.5,,114,6.98,3.96,
144,2001,Javon Green,WR,,Colorado,College Stats,6-1,211,4.73,35.5,,113,7.41,4.34,
145,2001,Shane Griggs,QB,,Idaho State,,6-4,199,4.83,,,,,,
146,2001,Latef Grim,WR,,Pittsburgh,College Stats,5-11,188,4.60,,,111,7.27,4.33,
147,2001,Daniel Guy,WR,,Jackson State,,6-2,211,4.61,38.5,,125,7.35,4.29,
148,2001,Derek Homer,RB,,Kentucky,College Stats,5-8,194,4.60,32.5,,113,7.24,4.30,
149,2001,Margin Hooks,WR,,BYU,College Stats,5-11,191,4.50,36.0,,116,7.08,4.18,
150,2001,Khori Ivy,WR,,West Virginia,College Stats,6-2,195,4.64,,,,,,
151,2001,Ortege Jenkins,QB,,Arizona,College Stats,6-1,234,4.82,34.5,,108,7.32,4.40,
152,2001,Jevaris Johnson,TE,,Georgia,College Stats,6-5,257,4.90,,,,,,
153,2001,Sly Johnson,WR,,Miami (OH),College Stats,5-9,181,4.61,35.5,,115,,,
154,2001,Kevin Jordan,OG,,Fresno State,,6-5,308,5.07,31.5,20,112,,4.95,
155,2001,Robert Kilow,WR,,Arkansas State,College Stats,5-10,171,4.44,,,,,,
156,2001,Dave Klemic,WR,,Northeastern (MA),,5-11,188,4.37,36.5,,116,,,
157,2001,Arther Love,TE,,South Carolina State,,6-4,236,4.75,36.0,24,,,,
158,2001,Shaun Mason,OG,,Michigan State,,6-5,302,5.49,,,,,,
159,2001,Brent McCaffrey,OG,,Southern California,,6-4,282,5.20,,,,,,
160,2001,Dustin McClintock,FB,,Alabama,College Stats,6-1,259,5.31,30.0,7,105,8.10,4.58,
161,2001,Romaro Miller,QB,,Mississippi,College Stats,6-0,205,4.61,35.0,,110,7.40,4.51,
162,2001,Shawn Mills,WR,,Southern Miss,College Stats,6-0,180,4.51,34.5,,116,7.12,4.15,
163,2001,Hodges Mitchell,RB,,Texas,College Stats,5-7,180,4.53,,,,,,
